k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating,playerid,matchid,sideid,mapid,teamid
11.0,7.0,11.0,7.0,-3.13,93.0,92.2,58.3,47.4,1.18,24173,2389038,2,3,13592
8.0,11.0,8.0,11.0,1.76,61.8,57.7,83.3,85.1,1.06,22075,2389038,2,3,13592
6.0,8.0,5.0,7.0,0.89,61.9,61.5,50.0,56.0,0.94,19231,2389038,2,3,13592
5.0,7.0,4.0,7.0,-5.78,61.4,53.8,66.7,56.6,0.65,22076,2389038,2,3,13592
29.0,31.0,30.0,30.0,1.33,79.8,82.1,66.7,67.9,1.14,16029,2389604,0,0,12604
26.0,32.0,28.0,31.0,-0.66,67.4,70.9,71.4,72.9,0.97,15569,2389604,0,0,12604
31.0,34.0,32.0,33.0,-6.45,81.0,83.9,71.4,72.2,0.93,22759,2389604,0,0,12604
22.0,34.0,23.0,34.0,-2.48,53.7,57.6,73.8,77.8,0.82,9261,2389604,0,0,12604
24.0,34.0,24.0,36.0,-1.6,64.0,61.8,69.0,63.2,0.79,9255,2389604,0,0,12604
13.0,11.0,13.0,12.0,6.62,88.3,86.8,61.1,54.5,1.33,16029,2389604,1,0,12604
14.0,10.0,14.0,10.0,1.02,86.1,85.2,72.2,72.2,1.17,15569,2389604,1,0,12604
11.0,11.0,11.0,13.0,0.02,59.4,57.9,83.3,78.6,0.93,9261,2389604,1,0,12604
16.0,13.0,14.0,14.0,-7.53,86.1,77.4,83.3,77.2,0.92,22759,2389604,1,0,12604
10.0,13.0,9.0,16.0,0.01,60.3,55.8,72.2,64.2,0.73,9255,2389604,1,0,12604
16.0,20.0,17.0,19.0,-2.64,73.4,78.5,70.8,78.0,1.0,16029,2389604,2,0,12604
15.0,21.0,18.0,19.0,-5.64,77.1,88.7,62.5,68.4,0.94,22759,2389604,2,0,12604
14.0,21.0,15.0,20.0,-2.8,66.7,66.3,66.7,62.4,0.83,9255,2389604,2,0,12604
12.0,22.0,14.0,21.0,-1.92,53.3,60.1,70.8,73.3,0.82,15569,2389604,2,0,12604
11.0,23.0,12.0,21.0,-4.36,49.3,57.4,66.7,77.3,0.75,9261,2389604,2,0,12604
34.0,28.0,34.0,29.0,4.45,83.3,81.3,76.2,75.7,1.39,5794,2389604,0,0,7532
37.0,24.0,31.0,26.0,2.31,83.9,75.2,81.0,83.6,1.26,22884,2389604,0,0,7532
28.0,25.0,29.0,25.0,2.31,76.5,79.4,81.0,81.7,1.24,14932,2389604,0,0,7532
33.0,25.0,35.0,28.0,0.02,91.7,92.8,78.6,77.0,1.21,15165,2389604,0,0,7532
33.0,31.0,32.0,34.0,0.77,82.0,80.5,81.0,78.8,1.17,14929,2389604,0,0,7532
26.0,12.0,26.0,13.0,8.05,104.1,100.0,95.8,93.2,1.88,5794,2389604,1,0,7532
24.0,13.0,19.0,15.0,5.3,89.9,76.3,87.5,84.4,1.37,22884,2389604,1,0,7532
21.0,13.0,22.0,16.0,2.3,105.5,102.4,91.7,85.9,1.34,15165,2389604,1,0,7532
17.0,14.0,17.0,16.0,4.78,73.7,73.6,91.7,89.6,1.3,14932,2389604,1,0,7532
19.0,17.0,16.0,20.0,-3.07,87.4,80.1,83.3,75.0,0.9,14929,2389604,1,0,7532
14.0,14.0,16.0,14.0,5.89,74.7,81.0,77.8,83.8,1.53,14929,2389604,2,0,7532
11.0,11.0,12.0,10.0,-0.98,80.2,87.0,66.7,71.1,1.16,14932,2389604,2,0,7532
13.0,11.0,12.0,11.0,-1.67,75.9,73.7,72.2,82.6,1.12,22884,2389604,2,0,7532
12.0,12.0,13.0,11.0,-3.03,73.2,80.0,61.1,65.1,1.04,15165,2389604,2,0,7532
8.0,16.0,8.0,15.0,-0.35,55.5,56.4,50.0,52.4,0.75,5794,2389604,2,0,7532
16.0,14.0,17.0,13.0,1.27,85.3,91.5,70.0,67.8,1.34,16029,2389604,0,4,12604
20.0,15.0,19.0,14.0,-3.26,106.5,106.5,65.0,67.0,1.31,22759,2389604,0,4,12604
13.0,15.0,12.0,16.0,-0.23,70.5,67.1,70.0,64.3,0.9,9255,2389604,0,4,12604
9.0,15.0,10.0,15.0,-1.42,55.3,59.4,60.0,59.9,0.8,15569,2389604,0,4,12604
5.0,16.0,5.0,16.0,-9.18,24.7,24.9,55.0,59.9,0.37,9261,2389604,0,4,12604
7.0,2.0,7.0,2.0,12.6,97.2,94.0,87.5,68.5,1.9,16029,2389604,1,4,12604
11.0,4.0,9.0,4.0,1.77,133.1,111.3,75.0,69.2,1.69,22759,2389604,1,4,12604
8.0,5.0,7.0,6.0,4.02,100.2,90.7,87.5,81.3,1.27,9255,2389604,1,4,12604
3.0,3.0,3.0,4.0,1.31,52.0,46.5,75.0,68.5,0.88,15569,2389604,1,4,12604
4.0,4.0,4.0,5.0,-5.84,50.9,51.2,75.0,69.5,0.68,9261,2389604,1,4,12604
9.0,11.0,11.0,10.0,-6.62,88.8,103.4,58.3,65.6,1.06,22759,2389604,2,4,12604
9.0,12.0,10.0,11.0,-6.28,77.3,89.9,58.3,67.3,0.97,16029,2389604,2,4,12604
6.0,12.0,7.0,12.0,-3.24,57.5,68.0,50.0,54.1,0.75,15569,2389604,2,4,12604
5.0,10.0,5.0,10.0,-3.06,50.7,51.4,58.3,52.9,0.65,9255,2389604,2,4,12604
1.0,12.0,1.0,11.0,-11.41,7.2,7.4,41.7,53.5,0.16,9261,2389604,2,4,12604
21.0,12.0,20.0,12.0,7.19,97.5,90.2,80.0,80.2,1.79,5794,2389604,0,4,7532
13.0,13.0,14.0,13.0,4.05,78.7,80.9,80.0,79.3,1.3,14932,2389604,0,4,7532
16.0,12.0,13.0,13.0,4.0,76.2,66.1,80.0,79.5,1.24,22884,2389604,0,4,7532
13.0,14.0,14.0,15.0,-0.85,72.7,75.4,80.0,81.4,1.06,14929,2389604,0,4,7532
12.0,12.0,14.0,13.0,-1.57,77.4,82.5,65.0,65.2,0.99,15165,2389604,0,4,7532
18.0,5.0,17.0,6.0,13.34,130.3,117.2,100.0,96.8,2.5,5794,2389604,1,4,7532
10.0,7.0,10.0,8.0,9.2,93.6,94.7,100.0,95.6,1.72,14932,2389604,1,4,7532
13.0,5.0,10.0,6.0,9.32,100.2,83.8,91.7,85.7,1.65,22884,2389604,1,4,7532
8.0,5.0,9.0,6.0,1.62,89.5,90.2,83.3,78.7,1.16,15165,2389604,1,4,7532
8.0,8.0,8.0,10.0,-2.87,74.9,72.3,83.3,78.7,0.92,14929,2389604,1,4,7532
5.0,6.0,6.0,5.0,2.18,69.4,79.9,75.0,85.4,1.26,14929,2389604,2,4,7532
4.0,7.0,5.0,6.0,-6.36,59.2,70.9,37.5,45.0,0.72,15165,2389604,2,4,7532
3.0,7.0,3.0,6.0,-2.02,48.1,49.8,50.0,55.4,0.72,5794,2389604,2,4,7532
3.0,6.0,3.0,5.0,-3.68,56.4,60.1,50.0,54.8,0.65,14932,2389604,2,4,7532
3.0,7.0,3.0,7.0,-3.99,40.2,39.6,62.5,70.3,0.62,22884,2389604,2,4,7532
17.0,18.0,18.0,18.0,3.6,80.0,87.3,90.9,94.1,1.38,9261,2389604,0,2,12604
17.0,17.0,18.0,16.0,0.04,78.4,81.3,81.8,84.7,1.16,15569,2389604,0,2,12604
13.0,17.0,13.0,17.0,1.38,74.8,73.5,63.6,68.1,0.99,16029,2389604,0,2,12604
11.0,19.0,12.0,20.0,-2.84,58.0,57.0,68.2,62.2,0.74,9255,2389604,0,2,12604
11.0,19.0,13.0,19.0,-9.34,57.7,63.3,77.3,76.9,0.63,22759,2389604,0,2,12604
11.0,7.0,11.0,7.0,0.8,113.4,116.2,70.0,75.2,1.45,15569,2389604,1,2,12604
7.0,7.0,7.0,8.0,4.71,66.3,63.1,90.0,85.9,1.18,9261,2389604,1,2,12604
6.0,9.0,6.0,10.0,1.83,81.2,81.0,40.0,43.2,0.91,16029,2389604,1,2,12604
5.0,9.0,6.0,10.0,-14.97,48.5,50.3,90.0,83.6,0.43,22759,2389604,1,2,12604
2.0,8.0,2.0,9.0,-3.2,28.4,27.8,60.0,50.6,0.39,9255,2389604,1,2,12604
10.0,11.0,11.0,10.0,2.68,91.4,107.5,91.7,101.0,1.55,9261,2389604,2,2,12604
7.0,8.0,6.0,8.0,1.01,69.5,67.2,83.3,88.8,1.06,16029,2389604,2,2,12604
9.0,11.0,10.0,10.0,-2.55,82.7,81.3,75.0,71.8,1.02,9255,2389604,2,2,12604
6.0,10.0,7.0,9.0,-0.6,49.2,52.3,91.7,92.5,0.93,15569,2389604,2,2,12604
6.0,10.0,7.0,9.0,-4.66,65.4,74.1,66.7,71.3,0.8,22759,2389604,2,2,12604
21.0,13.0,21.0,15.0,1.46,104.7,102.3,90.9,87.7,1.44,15165,2389604,0,2,7532
21.0,12.0,19.0,13.0,0.77,90.9,83.5,81.8,87.3,1.32,22884,2389604,0,2,7532
20.0,17.0,18.0,20.0,2.25,90.4,85.2,81.8,76.4,1.27,14929,2389604,0,2,7532
15.0,12.0,16.0,12.0,0.73,74.5,78.0,81.8,83.9,1.23,14932,2389604,0,2,7532
13.0,16.0,14.0,16.0,1.95,70.4,73.2,72.7,71.5,1.07,5794,2389604,0,2,7532
13.0,8.0,13.0,10.0,2.98,121.6,114.7,100.0,93.1,1.53,15165,2389604,1,2,7532
8.0,7.0,9.0,7.0,2.77,77.9,82.9,91.7,89.5,1.31,5794,2389604,1,2,7532
11.0,8.0,9.0,9.0,1.27,79.5,68.9,83.3,83.0,1.11,22884,2389604,1,2,7532
7.0,7.0,7.0,8.0,0.36,53.8,52.5,83.3,83.7,0.93,14932,2389604,1,2,7532
11.0,9.0,8.0,11.0,-3.27,99.9,88.0,83.3,71.2,0.87,14929,2389604,1,2,7532
9.0,8.0,10.0,9.0,8.86,78.9,81.9,80.0,82.5,1.74,14929,2389604,2,2,7532
8.0,5.0,8.0,5.0,1.18,99.2,108.5,80.0,84.1,1.59,14932,2389604,2,2,7532
10.0,4.0,9.0,4.0,0.17,104.5,101.0,80.0,92.4,1.57,22884,2389604,2,2,7532
8.0,5.0,8.0,5.0,-0.36,84.4,87.3,80.0,81.1,1.33,15165,2389604,2,2,7532
5.0,9.0,5.0,9.0,0.98,61.4,61.6,50.0,49.9,0.78,5794,2389604,2,2,7532
42.0,36.0,44.0,37.0,1.4,75.5,76.7,79.4,76.8,1.16,18163,2389370,0,0,10245
45.0,34.0,44.0,38.0,0.14,73.5,70.6,79.4,73.8,1.1,17675,2389370,0,0,10245
41.0,38.0,43.0,40.0,0.27,69.3,69.7,77.8,67.3,1.07,22419,2389370,0,0,10245
38.0,38.0,37.0,40.0,-0.03,61.7,61.7,69.8,70.2,1.01,18120,2389370,0,0,10245
49.0,52.0,43.0,56.0,-3.79,87.1,78.7,69.8,69.1,0.88,19763,2389370,0,0,10245
23.0,19.0,24.0,19.0,1.51,78.7,79.5,78.1,73.0,1.14,18163,2389370,1,0,10245
22.0,18.0,20.0,20.0,0.54,79.3,73.6,78.1,68.7,1.04,17675,2389370,1,0,10245
29.0,24.0,23.0,27.0,-4.75,92.0,78.8,75.0,72.4,0.88,19763,2389370,1,0,10245
19.0,17.0,19.0,18.0,-2.04,62.9,62.9,65.6,55.1,0.87,18120,2389370,1,0,10245
16.0,18.0,16.0,19.0,-1.91,52.4,49.9,68.8,50.7,0.75,22419,2389370,1,0,10245
25.0,20.0,27.0,20.0,2.52,86.8,90.1,87.1,84.5,1.41,22419,2389370,2,0,10245
19.0,17.0,19.0,18.0,1.29,72.2,73.7,80.6,80.8,1.17,18163,2389370,2,0,10245
23.0,16.0,24.0,17.0,-0.28,67.5,67.5,80.6,79.0,1.16,17675,2389370,2,0,10245
19.0,21.0,18.0,22.0,2.05,60.5,60.4,74.2,85.7,1.15,18120,2389370,2,0,10245
20.0,28.0,20.0,30.0,-2.8,82.0,78.5,64.5,65.7,0.88,19763,2389370,2,0,10245
49.0,39.0,54.0,40.0,5.12,78.4,82.2,81.0,81.8,1.41,20254,2389370,0,0,8840
45.0,45.0,45.0,44.0,0.94,79.5,79.6,63.5,68.8,1.12,16551,2389370,0,0,8840
38.0,40.0,36.0,43.0,-0.95,65.5,66.0,63.5,63.8,0.92,18744,2389370,0,0,8840
37.0,48.0,38.0,47.0,-1.43,64.9,65.6,73.0,73.2,0.89,22922,2389370,0,0,8840
26.0,43.0,29.0,43.0,-1.99,58.0,62.0,65.1,60.7,0.77,23100,2389370,0,0,8840
25.0,19.0,28.0,21.0,1.85,78.3,79.9,87.1,84.4,1.17,20254,2389370,1,0,8840
22.0,24.0,23.0,25.0,-1.88,77.7,79.5,61.3,65.1,0.94,16551,2389370,1,0,8840
16.0,20.0,18.0,21.0,0.06,68.2,72.8,61.3,56.5,0.91,23100,2389370,1,0,8840
20.0,23.0,21.0,25.0,-2.52,76.3,76.4,77.4,76.3,0.88,22922,2389370,1,0,8840
18.0,20.0,17.0,24.0,-0.3,63.6,62.7,67.7,60.3,0.85,18744,2389370,1,0,8840
24.0,20.0,26.0,19.0,8.29,78.4,84.5,75.0,79.3,1.63,20254,2389370,2,0,8840
23.0,21.0,22.0,20.0,3.67,81.3,79.7,65.6,72.4,1.29,16551,2389370,2,0,8840
20.0,20.0,19.0,19.0,-1.59,67.3,69.2,59.4,67.1,0.99,18744,2389370,2,0,8840
17.0,25.0,17.0,23.0,-0.38,53.8,55.1,68.8,70.1,0.9,22922,2389370,2,0,8840
10.0,23.0,11.0,22.0,-3.98,48.1,51.5,68.8,64.7,0.64,23100,2389370,2,0,8840
13.0,12.0,14.0,12.0,0.72,66.0,70.1,90.0,78.4,1.1,22419,2389370,0,4,10245
11.0,15.0,12.0,15.0,0.17,71.0,78.0,70.0,83.7,1.1,18120,2389370,0,4,10245
17.0,15.0,17.0,16.0,-4.98,72.5,69.6,70.0,64.7,0.86,17675,2389370,0,4,10245
13.0,17.0,12.0,18.0,-6.35,81.2,79.5,70.0,72.4,0.79,19763,2389370,0,4,10245
6.0,14.0,7.0,14.0,-5.76,42.4,44.2,65.0,66.5,0.58,18163,2389370,0,4,10245
9.0,5.0,7.0,6.0,-3.26,121.5,109.4,75.0,71.3,1.24,19763,2389370,1,4,10245
8.0,5.0,7.0,5.0,0.14,97.8,84.5,75.0,58.8,1.15,17675,2389370,1,4,10245
4.0,5.0,4.0,5.0,-3.15,74.6,78.7,75.0,58.6,0.8,18120,2389370,1,4,10245
3.0,3.0,3.0,3.0,-3.8,38.1,40.3,87.5,60.2,0.66,22419,2389370,1,4,10245
2.0,4.0,3.0,4.0,-7.44,34.1,37.7,62.5,62.1,0.53,18163,2389370,1,4,10245
10.0,9.0,11.0,8.0,3.72,84.7,89.9,91.7,90.4,1.4,22419,2389370,2,4,10245
7.0,10.0,8.0,10.0,2.39,68.5,77.4,66.7,100.5,1.31,18120,2389370,2,4,10245
9.0,10.0,10.0,11.0,-8.39,55.6,59.6,66.7,68.7,0.66,17675,2389370,2,4,10245
4.0,10.0,4.0,10.0,-4.64,47.9,48.6,66.7,69.5,0.61,18163,2389370,2,4,10245
4.0,12.0,5.0,12.0,-8.41,54.4,59.6,66.7,73.2,0.5,19763,2389370,2,4,10245
20.0,11.0,21.0,13.0,9.81,86.0,85.7,90.0,85.1,1.73,20254,2389370,0,4,8840
18.0,13.0,17.0,14.0,5.01,97.2,88.8,80.0,75.9,1.42,22922,2389370,0,4,8840
13.0,13.0,14.0,14.0,-0.62,69.5,74.1,75.0,80.6,1.05,16551,2389370,0,4,8840
9.0,12.0,10.0,12.0,2.99,60.1,62.9,70.0,70.6,1.04,23100,2389370,0,4,8840
13.0,11.0,12.0,12.0,-1.0,75.8,74.6,75.0,65.4,1.02,18744,2389370,0,4,8840
12.0,5.0,12.0,7.0,7.6,80.8,76.8,100.0,94.4,1.59,20254,2389370,1,4,8840
12.0,8.0,11.0,9.0,3.15,113.2,103.4,91.7,83.6,1.39,22922,2389370,1,4,8840
11.0,8.0,12.0,9.0,0.71,89.2,94.5,83.3,86.5,1.3,16551,2389370,1,4,8840
9.0,6.0,9.0,8.0,0.87,88.6,85.0,83.3,63.8,1.16,18744,2389370,1,4,8840
7.0,7.0,8.0,7.0,3.0,66.1,67.1,75.0,73.9,1.14,23100,2389370,1,4,8840
8.0,6.0,9.0,6.0,13.14,94.0,99.1,75.0,71.1,1.96,20254,2389370,2,4,8840
6.0,5.0,6.0,4.0,7.81,73.2,66.9,62.5,64.3,1.47,22922,2389370,2,4,8840
2.0,5.0,2.0,5.0,2.98,51.1,56.7,62.5,65.8,0.9,23100,2389370,2,4,8840
4.0,5.0,4.0,5.0,-3.8,56.5,59.1,62.5,67.7,0.8,18744,2389370,2,4,8840
2.0,5.0,2.0,5.0,-2.63,39.9,43.6,62.5,71.7,0.69,16551,2389370,2,4,8840
20.0,13.0,21.0,13.0,5.98,96.3,98.3,90.9,80.6,1.57,18163,2389370,0,7,10245
18.0,12.0,19.0,13.0,2.9,92.2,91.9,81.8,72.0,1.4,22419,2389370,0,7,10245
10.0,9.0,11.0,10.0,0.14,59.0,59.5,90.9,79.2,1.05,17675,2389370,0,7,10245
21.0,20.0,17.0,22.0,-4.15,107.6,91.9,72.7,72.1,0.98,19763,2389370,0,7,10245
12.0,12.0,10.0,13.0,-1.78,43.8,39.7,72.7,63.5,0.83,18120,2389370,0,7,10245
11.0,8.0,11.0,8.0,3.94,103.9,101.9,91.7,78.7,1.41,18163,2389370,1,7,10245
10.0,7.0,11.0,8.0,3.47,82.8,79.3,75.0,58.7,1.22,22419,2389370,1,7,10245
13.0,11.0,10.0,12.0,-6.93,109.1,91.6,83.3,81.3,0.88,19763,2389370,1,7,10245
4.0,5.0,4.0,6.0,-0.94,56.2,55.0,91.7,78.8,0.85,17675,2389370,1,7,10245
6.0,6.0,5.0,7.0,-5.88,34.4,30.4,66.7,52.0,0.58,18120,2389370,1,7,10245
9.0,5.0,10.0,5.0,8.44,87.1,94.1,90.0,82.8,1.75,18163,2389370,2,7,10245
8.0,5.0,9.0,5.0,2.22,103.5,107.1,90.0,88.0,1.62,22419,2389370,2,7,10245
6.0,4.0,7.0,4.0,1.45,62.5,64.7,90.0,79.7,1.3,17675,2389370,2,7,10245
6.0,6.0,5.0,6.0,3.14,55.1,50.9,80.0,77.4,1.13,18120,2389370,2,7,10245
8.0,9.0,7.0,9.0,-0.81,105.8,92.2,60.0,61.2,1.1,19763,2389370,2,7,10245
16.0,15.0,18.0,15.0,4.67,76.3,81.9,86.4,89.8,1.43,20254,2389370,0,7,8840
17.0,17.0,17.0,17.0,2.91,94.7,95.7,63.6,72.3,1.29,16551,2389370,0,7,8840
13.0,15.0,13.0,16.0,-2.04,65.2,69.2,59.1,63.2,0.89,18744,2389370,0,7,8840
9.0,16.0,10.0,16.0,-4.42,56.8,62.3,68.2,63.6,0.67,23100,2389370,0,7,8840
9.0,18.0,10.0,17.0,-4.22,50.6,56.6,68.2,66.9,0.67,22922,2389370,0,7,8840
10.0,8.0,10.0,8.0,3.14,121.2,119.1,70.0,72.6,1.46,16551,2389370,1,7,8840
6.0,8.0,7.0,8.0,-4.64,59.8,63.5,90.0,91.1,0.78,20254,2389370,1,7,8840
4.0,6.0,4.0,7.0,-3.31,61.8,68.2,50.0,42.9,0.67,23100,2389370,1,7,8840
4.0,8.0,5.0,8.0,-6.94,52.6,57.3,70.0,66.5,0.56,22922,2389370,1,7,8840
4.0,7.0,4.0,8.0,-2.69,41.0,40.6,60.0,53.3,0.52,18744,2389370,1,7,8840
10.0,7.0,11.0,7.0,12.43,90.0,97.3,83.3,88.7,1.98,20254,2389370,2,7,8840
9.0,8.0,9.0,8.0,-1.5,85.3,93.0,58.3,71.5,1.21,18744,2389370,2,7,8840
7.0,9.0,7.0,9.0,2.72,72.7,76.3,58.3,72.1,1.15,16551,2389370,2,7,8840
5.0,10.0,5.0,9.0,-1.96,48.9,56.0,66.7,67.2,0.76,22922,2389370,2,7,8840
5.0,10.0,6.0,10.0,-5.35,52.7,57.4,83.3,80.8,0.67,23100,2389370,2,7,8840
18.0,10.0,16.0,11.0,4.99,89.6,83.2,76.2,76.7,1.44,17675,2389370,0,1,10245
16.0,9.0,16.0,9.0,3.42,85.3,84.8,81.0,82.7,1.4,18163,2389370,0,1,10245
15.0,11.0,15.0,11.0,1.62,71.8,69.1,66.7,64.2,1.13,18120,2389370,0,1,10245
15.0,15.0,13.0,16.0,-0.98,71.1,64.0,66.7,62.8,0.92,19763,2389370,0,1,10245
10.0,14.0,10.0,15.0,-2.91,48.5,46.0,61.9,52.0,0.75,22419,2389370,0,1,10245
10.0,7.0,11.0,7.0,5.05,83.2,85.1,75.0,74.6,1.39,18163,2389370,1,1,10245
9.0,6.0,10.0,5.0,2.53,83.6,84.8,58.3,55.9,1.26,18120,2389370,1,1,10245
10.0,8.0,9.0,9.0,2.28,90.2,84.9,66.7,65.2,1.17,17675,2389370,1,1,10245
7.0,8.0,5.0,9.0,-3.57,55.3,45.7,66.7,64.2,0.67,19763,2389370,1,1,10245
3.0,8.0,2.0,8.0,-6.04,31.6,26.9,50.0,36.4,0.43,22419,2389370,1,1,10245
8.0,2.0,7.0,2.0,8.62,88.8,80.9,88.9,92.2,1.8,17675,2389370,2,1,10245
6.0,2.0,6.0,3.0,1.24,88.0,84.4,88.9,93.4,1.4,18163,2389370,2,1,10245
8.0,7.0,8.0,8.0,2.46,92.2,88.4,66.7,60.8,1.26,19763,2389370,2,1,10245
7.0,6.0,7.0,6.0,1.26,71.0,71.5,77.8,72.8,1.18,22419,2389370,2,1,10245
6.0,5.0,5.0,6.0,0.4,56.0,48.3,77.8,75.2,0.95,18120,2389370,2,1,10245
15.0,15.0,14.0,13.0,0.37,73.2,68.0,52.4,53.9,1.19,16551,2389370,0,1,8840
13.0,13.0,15.0,13.0,1.12,73.2,79.3,66.7,70.3,1.14,20254,2389370,0,1,8840
12.0,14.0,11.0,15.0,0.23,56.0,54.5,57.1,62.9,0.87,18744,2389370,0,1,8840
10.0,17.0,11.0,17.0,-4.65,49.0,53.0,71.4,77.2,0.69,22922,2389370,0,1,8840
8.0,15.0,9.0,15.0,-4.19,57.2,60.6,57.1,48.1,0.67,23100,2389370,0,1,8840
7.0,6.0,8.0,6.0,1.4,95.7,102.2,66.7,63.7,1.16,20254,2389370,1,1,8840
5.0,7.0,6.0,7.0,-0.13,78.2,85.4,55.6,48.6,0.9,23100,2389370,1,1,8840
5.0,7.0,5.0,8.0,0.81,55.6,57.5,55.6,63.4,0.79,18744,2389370,1,1,8840
4.0,7.0,5.0,7.0,-5.16,53.2,61.8,66.7,77.5,0.66,22922,2389370,1,1,8840
1.0,8.0,1.0,7.0,-10.9,14.0,15.7,22.2,28.3,0.21,16551,2389370,1,1,8840
14.0,7.0,13.0,6.0,8.81,117.7,107.2,75.0,73.1,1.92,16551,2389370,2,1,8840
6.0,7.0,7.0,7.0,0.91,56.4,62.1,66.7,75.3,1.13,20254,2389370,2,1,8840
7.0,7.0,6.0,7.0,-0.21,56.4,52.2,58.3,62.4,0.93,18744,2389370,2,1,8840
6.0,10.0,6.0,10.0,-4.27,45.8,46.4,75.0,77.0,0.72,22922,2389370,2,1,8840
3.0,8.0,3.0,8.0,-7.24,41.5,42.1,58.3,47.8,0.49,23100,2389370,2,1,8840
49.0,42.0,50.0,44.0,3.19,81.3,82.3,72.1,73.4,1.29,20228,2389195,0,0,12818
32.0,41.0,34.0,42.0,0.55,67.6,71.2,78.7,77.6,1.04,18240,2389195,0,0,12818
37.0,40.0,37.0,42.0,-1.16,67.6,67.7,72.1,78.5,0.96,2131,2389195,0,0,12818
35.0,41.0,37.0,43.0,-2.22,64.3,65.8,68.9,65.4,0.89,20110,2389195,0,0,12818
41.0,40.0,35.0,42.0,-3.39,67.4,61.2,68.9,67.3,0.86,19614,2389195,0,0,12818
27.0,18.0,27.0,19.0,3.09,93.9,92.1,72.4,61.9,1.3,20228,2389195,1,0,12818
19.0,17.0,19.0,17.0,2.09,74.1,74.6,79.3,76.1,1.15,18240,2389195,1,0,12818
16.0,18.0,17.0,20.0,-2.61,57.9,58.6,69.0,74.0,0.81,2131,2389195,1,0,12818
20.0,19.0,17.0,21.0,-5.4,69.7,66.0,69.0,61.9,0.76,19614,2389195,1,0,12818
11.0,18.0,12.0,18.0,-4.6,56.2,57.1,62.1,53.1,0.62,20110,2389195,1,0,12818
22.0,24.0,23.0,24.0,3.29,69.9,73.4,71.9,83.8,1.27,20228,2389195,2,0,12818
24.0,23.0,26.0,25.0,-0.06,71.7,73.6,75.0,76.6,1.13,20110,2389195,2,0,12818
21.0,22.0,21.0,22.0,0.15,76.4,76.1,75.0,82.5,1.09,2131,2389195,2,0,12818
13.0,24.0,15.0,24.0,-0.84,61.7,68.1,78.1,79.0,0.95,18240,2389195,2,0,12818
21.0,21.0,17.0,21.0,-1.56,65.2,56.9,68.8,72.1,0.95,19614,2389195,2,0,12818
45.0,42.0,46.0,43.0,2.94,80.7,82.4,73.8,70.5,1.21,9656,2389195,0,0,13501
41.0,43.0,43.0,45.0,1.19,76.1,77.7,67.2,66.3,1.08,8311,2389195,0,0,13501
42.0,39.0,44.0,40.0,-1.22,86.5,89.5,63.9,58.8,1.04,18456,2389195,0,0,13501
40.0,33.0,38.0,34.0,0.73,69.4,66.0,65.6,63.3,1.03,20889,2389195,0,0,13501
36.0,38.0,37.0,39.0,-0.62,65.2,64.1,67.2,63.3,0.92,19698,2389195,0,0,13501
27.0,19.0,29.0,21.0,-0.16,96.4,100.2,78.1,69.3,1.24,18456,2389195,1,0,13501
21.0,23.0,24.0,24.0,1.57,79.6,86.3,71.9,64.8,1.06,9656,2389195,1,0,13501
22.0,23.0,24.0,24.0,-0.16,80.7,82.7,71.9,71.4,1.02,8311,2389195,1,0,13501
21.0,18.0,21.0,19.0,-0.6,62.5,59.5,71.9,67.5,0.9,19698,2389195,1,0,13501
23.0,18.0,22.0,19.0,-1.62,68.1,63.2,59.4,58.6,0.86,20889,2389195,1,0,13501
24.0,19.0,23.0,19.0,4.45,81.9,78.2,75.9,76.7,1.37,9656,2389195,2,0,13501
17.0,15.0,16.0,14.0,3.33,70.9,69.1,72.4,68.5,1.21,20889,2389195,2,0,13501
19.0,20.0,20.0,20.0,2.68,71.0,72.2,62.1,60.7,1.15,8311,2389195,2,0,13501
15.0,20.0,17.0,20.0,-0.65,68.2,69.1,62.1,58.6,0.95,19698,2389195,2,0,13501
15.0,20.0,14.0,19.0,-2.39,75.6,77.6,48.3,47.2,0.82,18456,2389195,2,0,13501
21.0,14.0,21.0,14.0,4.77,108.6,106.1,75.0,82.5,1.7,20228,2389195,0,5,12818
11.0,13.0,11.0,13.0,0.12,66.3,65.5,70.0,65.5,0.95,18240,2389195,0,5,12818
12.0,13.0,13.0,13.0,-4.27,67.4,68.4,65.0,54.9,0.84,20110,2389195,0,5,12818
8.0,16.0,8.0,17.0,-5.76,58.5,62.3,75.0,78.5,0.71,2131,2389195,0,5,12818
8.0,14.0,7.0,15.0,-10.51,35.6,31.0,50.0,48.2,0.45,19614,2389195,0,5,12818
19.0,6.0,18.0,7.0,12.07,155.8,147.3,91.7,80.0,2.5,20228,2389195,1,5,12818
9.0,5.0,8.0,6.0,2.95,79.6,72.6,83.3,70.7,1.27,18240,2389195,1,5,12818
7.0,5.0,7.0,5.0,-0.67,72.1,69.3,75.0,53.7,0.98,20110,2389195,1,5,12818
8.0,6.0,7.0,8.0,-7.81,57.2,48.9,75.0,61.9,0.67,19614,2389195,1,5,12818
3.0,8.0,3.0,10.0,-8.24,37.8,37.2,75.0,72.4,0.47,2131,2389195,1,5,12818
5.0,8.0,6.0,7.0,-2.03,89.5,99.9,75.0,87.8,1.06,2131,2389195,2,5,12818
