matchid,playerid,teamid,mapid,sideid,k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating
2388931,14390,11768,1,2,5.0,4.0,3.0,4.0,-7.2,89.0,66.7,80.0,54.6,0.87
2388931,22182,11768,1,2,3.0,3.0,3.0,3.0,-2.78,30.0,34.2,80.0,76.2,0.86
2388931,17181,11768,1,2,1.0,4.0,1.0,4.0,-6.25,36.2,37.5,80.0,53.8,0.44
2388931,11154,11837,1,0,15.0,8.0,14.0,8.0,10.09,91.9,87.5,88.2,96.2,1.89
2388931,20183,11837,1,0,17.0,12.0,17.0,12.0,4.65,99.2,95.3,82.4,75.7,1.47
2388931,19692,11837,1,0,14.0,12.0,13.0,13.0,5.85,81.9,84.0,82.4,88.8,1.4
2388931,20385,11837,1,0,7.0,7.0,7.0,6.0,2.74,49.7,50.1,82.4,83.6,1.08
2388931,18717,11837,1,0,10.0,12.0,10.0,12.0,1.24,68.6,69.5,70.6,63.4,1.02
2388931,18717,11837,1,1,5.0,2.0,5.0,2.0,8.88,103.4,105.2,80.0,83.1,1.88
2388931,19692,11837,1,1,6.0,4.0,6.0,4.0,6.64,126.4,138.4,80.0,83.2,1.74
2388931,20183,11837,1,1,4.0,5.0,4.0,5.0,1.33,99.4,92.7,80.0,61.1,0.98
2388931,11154,11837,1,1,2.0,3.0,2.0,3.0,0.45,42.8,42.7,80.0,83.3,0.9
2388931,20385,11837,1,1,1.0,1.0,1.0,1.0,0.12,10.0,12.2,80.0,83.3,0.86
2388931,11154,11837,1,2,13.0,5.0,12.0,5.0,14.1,112.3,106.1,91.7,101.6,2.3
2388931,20183,11837,1,2,13.0,7.0,13.0,7.0,6.04,99.2,96.4,83.3,81.7,1.68
2388931,19692,11837,1,2,8.0,8.0,7.0,9.0,5.52,63.4,61.3,83.3,91.2,1.26
2388931,20385,11837,1,2,6.0,6.0,6.0,6.0,3.83,66.2,65.8,83.3,83.8,1.17
2388931,18717,11837,1,2,5.0,10.0,5.0,11.0,-1.95,54.1,54.6,66.7,55.1,0.66
2388931,24772,11768,5,0,26.0,10.0,25.0,10.0,10.67,124.2,126.3,90.5,92.9,2.3
2388931,22777,11768,5,0,17.0,12.0,16.0,11.0,1.68,84.5,83.2,90.5,91.5,1.38
2388931,22182,11768,5,0,14.0,13.0,15.0,13.0,1.56,64.5,67.1,81.0,82.6,1.15
2388931,17181,11768,5,0,12.0,12.0,12.0,12.0,-2.51,58.1,59.3,76.2,74.1,0.93
2388931,14390,11768,5,0,9.0,13.0,9.0,13.0,0.22,48.1,47.7,66.7,66.9,0.92
2388931,24772,11768,5,1,18.0,7.0,17.0,8.0,14.54,146.7,141.8,91.7,90.4,2.63
2388931,22182,11768,5,1,12.0,9.0,13.0,10.0,2.58,88.2,91.0,91.7,92.9,1.39
2388931,17181,11768,5,1,9.0,6.0,9.0,6.0,-2.9,75.5,73.8,75.0,75.2,1.06
2388931,22777,11768,5,1,8.0,7.0,7.0,7.0,-1.85,74.7,69.8,83.3,78.0,0.97
2388931,14390,11768,5,1,3.0,8.0,3.0,9.0,-5.76,38.8,34.1,66.7,66.0,0.48
2388931,22777,11768,5,2,9.0,5.0,9.0,5.0,6.4,97.7,101.0,100.0,109.5,1.93
2388931,24772,11768,5,2,8.0,3.0,9.0,3.0,5.52,94.3,105.6,88.9,96.3,1.87
2388931,14390,11768,5,2,6.0,5.0,7.0,5.0,8.19,60.4,65.7,66.7,68.2,1.5
2388931,22182,11768,5,2,2.0,4.0,2.0,3.0,0.2,33.0,35.2,66.7,68.7,0.84
2388931,17181,11768,5,2,3.0,6.0,4.0,6.0,-1.99,35.0,39.9,77.8,72.7,0.77
2388931,20183,11837,5,0,16.0,16.0,15.0,17.0,4.33,89.0,84.0,76.2,59.7,1.2
2388931,20385,11837,5,0,14.0,15.0,13.0,15.0,-3.16,71.3,68.6,61.9,50.7,0.86
2388931,19692,11837,5,0,13.0,16.0,13.0,18.0,-4.38,59.0,62.0,52.4,55.7,0.79
2388931,11154,11837,5,0,9.0,15.0,9.0,14.0,-6.18,53.0,51.4,57.1,49.1,0.6
2388931,18717,11837,5,0,8.0,16.0,8.0,17.0,-2.23,40.0,39.4,61.9,54.3,0.58
2388931,20183,11837,5,1,8.0,6.0,7.0,7.0,1.95,86.0,77.9,88.9,64.2,1.06
2388931,20385,11837,5,1,5.0,5.0,5.0,6.0,-4.37,86.8,82.0,55.6,29.3,0.73
2388931,18717,11837,5,1,4.0,4.0,4.0,5.0,-1.33,48.2,43.0,77.8,53.2,0.68
2388931,11154,11837,5,1,4.0,6.0,4.0,6.0,-8.93,55.7,54.3,66.7,41.2,0.46
2388931,19692,11837,5,1,2.0,7.0,2.0,9.0,-5.62,25.0,26.7,33.3,23.8,0.29
2388931,20183,11837,5,2,8.0,10.0,8.0,10.0,6.11,91.2,88.5,66.7,56.4,1.31
2388931,19692,11837,5,2,11.0,9.0,11.0,9.0,-3.45,84.5,88.5,66.7,79.7,1.16
2388931,20385,11837,5,2,9.0,10.0,9.0,9.0,-2.25,59.7,58.6,66.7,66.7,0.95
2388931,11154,11837,5,2,5.0,9.0,5.0,8.0,-4.12,51.0,49.2,50.0,55.1,0.71
2388931,18717,11837,5,2,4.0,12.0,4.0,12.0,-2.9,33.9,36.7,50.0,55.1,0.51
2388931,22777,11768,3,0,32.0,28.0,35.0,27.0,2.53,78.0,82.5,75.0,75.6,1.26
2388931,22182,11768,3,0,30.0,30.0,32.0,30.0,2.53,80.5,81.6,65.0,65.9,1.19
2388931,24772,11768,3,0,24.0,26.0,22.0,27.0,2.8,61.6,62.6,70.0,71.0,1.02
2388931,17181,11768,3,0,22.0,31.0,23.0,31.0,-0.64,76.8,76.0,72.5,74.5,0.95
2388931,14390,11768,3,0,22.0,32.0,21.0,34.0,-2.4,69.9,70.1,55.0,51.3,0.78
2388931,24772,11768,3,1,13.0,10.0,12.0,10.0,5.37,68.9,71.9,73.7,73.5,1.22
2388931,22777,11768,3,1,14.0,14.0,16.0,14.0,1.52,81.5,90.8,73.7,71.9,1.2
2388931,22182,11768,3,1,13.0,13.0,13.0,14.0,2.19,73.3,75.3,63.2,63.6,1.05
2388931,14390,11768,3,1,15.0,15.0,14.0,16.0,-0.5,97.0,97.0,63.2,57.9,1.0
2388931,17181,11768,3,1,11.0,15.0,11.0,15.0,-0.44,78.2,76.3,73.7,75.2,0.94
2388931,22182,11768,3,2,17.0,17.0,19.0,17.0,2.83,87.0,87.4,66.7,68.0,1.32
2388931,22777,11768,3,2,18.0,14.0,19.0,13.0,3.45,74.7,75.0,76.2,79.0,1.32
2388931,17181,11768,3,2,11.0,16.0,11.0,16.0,-0.82,75.5,75.7,71.4,73.9,0.96
2388931,24772,11768,3,2,11.0,16.0,11.0,16.0,0.48,55.0,54.3,66.7,68.7,0.85
2388931,14390,11768,3,2,7.0,17.0,7.0,18.0,-4.11,45.4,45.9,47.6,45.3,0.58
2388931,20385,11837,3,0,30.0,26.0,30.0,27.0,2.22,87.1,87.3,75.0,71.2,1.22
2388931,11154,11837,3,0,28.0,26.0,30.0,26.0,-2.45,79.5,80.0,75.0,69.2,1.04
2388931,20183,11837,3,0,27.0,26.0,26.0,28.0,-0.99,77.3,75.6,77.5,81.9,1.03
2388931,18717,11837,3,0,29.0,26.0,28.0,27.0,-3.42,75.5,72.5,77.5,71.3,0.97
2388931,19692,11837,3,0,29.0,27.0,26.0,30.0,-1.03,67.0,63.8,75.0,75.7,0.97
2388931,11154,11837,3,1,18.0,14.0,19.0,15.0,0.33,96.2,96.4,81.0,78.9,1.26
2388931,20183,11837,3,1,16.0,12.0,17.0,14.0,0.58,78.9,80.1,81.0,83.7,1.16
2388931,19692,11837,3,1,17.0,12.0,15.0,14.0,1.61,75.2,72.9,76.2,72.3,1.09
2388931,20385,11837,3,1,14.0,14.0,14.0,15.0,0.82,84.0,84.8,66.7,58.2,1.01
2388931,18717,11837,3,1,12.0,12.0,13.0,13.0,-5.16,66.1,66.7,76.2,63.3,0.78
2388931,20385,11837,3,2,16.0,12.0,16.0,12.0,3.78,90.5,90.2,84.2,85.5,1.46
2388931,18717,11837,3,2,17.0,14.0,16.0,14.0,-1.49,86.0,79.0,78.9,80.0,1.18
2388931,20183,11837,3,2,11.0,14.0,10.0,14.0,-2.71,75.6,70.5,73.7,79.9,0.89
2388931,19692,11837,3,2,12.0,15.0,11.0,17.0,-3.95,57.9,53.8,73.7,79.4,0.83
2388931,11154,11837,3,2,10.0,12.0,11.0,12.0,-5.53,60.9,61.9,68.4,58.4,0.79
